1930	7.4
1940	7.5
1940	7.6
1940	6.8
1950	7.0
1950	6.1
1950	5.0
1950	7.1
1960	6.2
1960	5.9
1960	6.4
1960	6.0
1960	3.6
1970	5.2
1970	6.2
1970	7.0
1970	4.0
1980	7.2
1980	6.8
1990	8.2
1990	6.3
1990	4.9
1970	6.9
1990	3.8
1980	6.0
1970	5.6
1980	5.7
1970	5.3
1980	6.2
1970	6.8
1960	4.4
1990	8.3
1990	7.2
1960	6.7
1990	3.8
1970	6.3
1990	8.0
1970	5.5
1970	5.8
